Meanless,Time1,Time2,Sentence1,Sentence2,word1,word2,category1,category2,continuous1,continuous2
12426,2021-10-02 05:34:01,2021-10-02 06:04:01,바다 사과 바다,open situation see,하늘,former,2.0,44.0,-0.8610792208904936,211.0
89213,2020-06-15 22:15:52,2020-06-15 22:57:52,하늘 컴퓨터 하늘,boy mother ground,강아지,need,1.0,22.0,-0.6219267244491868,151.0
16801,2022-12-11 16:43:26,2022-12-11 18:36:26,사과 컴퓨터 사과,avoid decade discuss,바다,participant,0.0,33.0,0.8628977005055045,658.0
99138,2021-09-22 03:11:41,2021-09-22 03:59:41,자동차 바나나 하늘,heart player if,바다,together,0.0,11.0,-0.17213142588036634,515.0
89326,2021-12-11 10:16:06,2021-12-11 10:58:06,하늘 하늘 강아지,quality million bank,하늘,health,2.0,33.0,0.9808899112252456,579.0
13508,2021-05-09 19:32:23,2021-05-09 20:18:23,컴퓨터 강아지 하늘,fear back nature,컴퓨터,international,1.0,44.0,-0.256352153229662,330.0
78548,2024-01-21 07:56:32,2024-01-21 07:59:32,바다 바다 강아지,remain natural fight,자동차,red,1.0,22.0,-0.3538956011037293,506.0
49751,2021-08-13 19:11:11,2021-08-13 20:19:11,자동차 사과 자동차,popular statement around,컴퓨터,others,2.0,33.0,-0.4889675989875508,637.0
81380,2022-12-18 14:58:12,2022-12-18 16:54:12,,some wrong may,바나나,particularly,1.0,11.0,-0.16236390899821207,263.0
52898,2020-08-17 14:02:52,2020-08-17 14:16:52,자동차 바다 자동차,professional charge before,컴퓨터,help,1.0,33.0,0.7391712577085934,516.0
76047,2022-08-26 12:01:58,2022-08-26 12:08:58,바다 자동차 컴퓨터,or green run,바다,generation,0.0,33.0,0.7307826804450681,209.0
76479,2023-10-02 05:44:49,2023-10-02 07:33:49,자동차 하늘 자동차,environmental plan yard,강아지,work,1.0,22.0,-0.8033740993843952,474.0
63816,2021-08-01 07:09:21,2021-08-01 09:04:21,자동차 강아지 강아지,college cell song,바다,right,2.0,22.0,0.9560922814365622,772.0
53044,2020-03-16 17:35:31,2020-03-16 19:25:31,컴퓨터 강아지 바나나,just current cause,사과,list,2.0,11.0,-0.031184616820663535,808.0
96286,2023-02-27 21:56:16,2023-02-27 23:16:16,컴퓨터 강아지 하늘,number director plan,컴퓨터,well,0.0,33.0,-0.7950209300954003,590.0
88128,2024-01-06 21:40:23,2024-01-06 21:42:23,자동차 바나나 바나나,week form sign,사과,single,1.0,11.0,-0.5115351751568034,445.0
68877,2021-09-01 23:08:37,2021-09-02 00:05:37,바다 사과 하늘,official thought prepare,컴퓨터,team,1.0,44.0,0.9976557674005151,453.0
41967,2020-01-31 05:16:54,2020-01-31 07:04:54,강아지 바나나 자동차,finally expect only,사과,effort,2.0,22.0,-0.6165494901719639,148.0
91467,2023-09-02 09:15:20,2023-09-02 09:29:20,컴퓨터 하늘 바나나,million live long,바다,account,1.0,33.0,-0.9699947860261797,565.0
42476,2020-05-19 00:05:35,2020-05-19 00:19:35,바다 강아지 강아지,now want feel,바나나,that,1.0,11.0,0.27437314449819517,899.0
22622,2023-10-10 08:54:33,2023-10-10 10:46:33,자동차 자동차 바나나,cup state idea,자동차,person,2.0,11.0,0.3404554167253224,404.0
55083,2020-10-03 14:55:17,2020-10-03 16:11:17,바나나 컴퓨터 바나나,mean quite quite,사과,,1.0,22.0,0.6433438919228505,864.0
19958,2023-01-25 11:30:17,2023-01-25 12:42:17,,source capital able,바다,majority,1.0,11.0,0.15063464400196436,968.0
54872,2023-05-10 02:20:36,2023-05-10 03:11:36,사과 사과 강아지,view bank nor,바나나,bad,2.0,11.0,0.7239913741419193,289.0
85113,2022-08-11 04:27:40,2022-08-11 04:40:40,바다 강아지 하늘,blue sense bar,바나나,choose,2.0,22.0,-0.25145762234784796,489.0
92888,2024-01-29 18:08:57,2024-01-29 19:40:57,자동차 바다 강아지,possible late before,바나나,thing,0.0,11.0,0.8950227834778497,250.0
67593,2021-01-07 13:20:23,2021-01-07 14:26:23,자동차 하늘 컴퓨터,of identify performance,,practice,2.0,33.0,-0.42187668369201736,670.0
90651,2024-02-11 05:30:20,2024-02-11 07:08:20,강아지 강아지 바다,number type majority,바다,they,0.0,33.0,-0.7482195680889523,360.0
20176,2022-07-31 07:26:31,2022-07-31 08:29:31,바나나 바다 강아지,they collection religious,바다,beyond,2.0,11.0,0.7372327821606395,733.0
16435,2020-02-28 15:18:05,2020-02-28 16:21:05,바다 하늘 바나나,song control light,하늘,blood,1.0,11.0,-0.27825913074414266,522.0
93729,2023-11-22 18:38:52,2023-11-22 19:05:52,자동차 하늘 강아지,sometimes before painting,하늘,contain,1.0,44.0,0.22653257309227937,563.0
84572,2020-12-16 18:11:46,2020-12-16 18:21:46,바다 자동차 바다,learn change theory,바다,girl,0.0,33.0,0.43518141257885823,502.0
48205,2020-09-09 21:42:44,2020-09-09 22:26:44,자동차 바나나 하늘,night and head,강아지,music,2.0,11.0,-0.9690161409363212,416.0
84532,2021-01-26 13:58:13,2021-01-26 14:54:13,하늘 바나나 바나나,surface court level,바나나,visit,0.0,11.0,-0.8005507123143476,692.0
39872,2020-06-11 05:49:57,2020-06-11 06:54:57,하늘 바나나 자동차,fine hair vote,자동차,third,1.0,11.0,0.8383165147471177,799.0
56362,2023-01-09 04:00:41,2023-01-09 04:04:41,바나나 컴퓨터 하늘,movie everybody full,사과,step,1.0,22.0,-0.972608859099195,370.0
90071,2022-08-24 09:26:27,2022-08-24 10:29:27,컴퓨터 바다 강아지,low PM part,자동차,daughter,0.0,11.0,0.23204740374839794,852.0
19372,2022-04-19 05:33:19,2022-04-19 05:41:19,사과 하늘 자동차,fish third size,바나나,spring,2.0,44.0,-0.11378218895769732,538.0
11360,2021-11-21 01:15:01,2021-11-21 02:35:01,바나나 사과 바다,good oil offer,강아지,image,2.0,22.0,0.8890899692926395,811.0
25640,2021-06-17 19:00:21,2021-06-17 20:18:21,바다 강아지 바나나,relate claim TV,자동차,exist,1.0,11.0,-0.17781518038709798,893.0
60370,2021-03-26 10:51:17,2021-03-26 11:06:17,하늘 하늘 강아지,let policy success,바다,many,1.0,33.0,-0.7115698324936175,910.0
73915,2023-07-19 04:45:27,2023-07-19 06:09:27,바나나 하늘 바다,list manage college,바나나,,0.0,11.0,0.9271981296895924,921.0
19060,2024-02-03 13:42:09,2024-02-03 14:43:09,사과 강아지 강아지,manage money identify,바나나,outside,0.0,33.0,-0.3707398591228097,709.0
52883,2020-09-05 02:45:15,2020-09-05 04:32:15,강아지 컴퓨터 컴퓨터,note particular majority,바나나,bed,1.0,22.0,0.757387793976056,723.0
92056,2024-02-04 10:02:35,2024-02-04 10:59:35,바나나 컴퓨터 자동차,not red people,바나나,body,0.0,22.0,-0.6145506671037486,665.0
43804,2023-05-25 23:46:27,2023-05-26 00:41:27,컴퓨터 자동차 바다,believe reality conference,사과,floor,1.0,44.0,-0.792762815915943,787.0
26964,2023-07-22 06:42:09,2023-07-22 07:24:09,자동차 자동차 사과,travel suffer subject,강아지,price,2.0,11.0,0.9711568790688574,930.0
16714,2024-01-17 13:24:48,2024-01-17 14:44:48,강아지 바다 바다,everyone image establish,자동차,yourself,2.0,33.0,-0.2999366992514505,505.0
74096,2021-01-04 08:08:19,2021-01-04 09:57:19,자동차 컴퓨터 강아지,ever alone very,하늘,door,1.0,33.0,0.9700233617588123,652.0
68924,2019-11-26 04:14:12,2019-11-26 05:52:12,하늘 바다 바다,fall possible treatment,컴퓨터,gas,1.0,33.0,0.1289860156120266,446.0
69244,2020-09-25 16:20:30,2020-09-25 17:32:30,바다 하늘 자동차,cause social good,컴퓨터,develop,0.0,11.0,0.4217006039943343,327.0
13186,,2022-09-11 08:53:05,강아지 사과 바다,line rise try,바다,public,1.0,11.0,-0.047271697854464056,114.0
65568,2020-06-25 20:00:20,2020-06-25 20:53:20,컴퓨터 사과 하늘,important have long,바다,modern,0.0,22.0,-0.014871978444089828,690.0
70454,2023-04-13 04:32:28,2023-04-13 06:12:28,하늘 강아지 하늘,federal under personal,하늘,image,1.0,11.0,-0.9344335438245601,427.0
82072,2020-12-23 18:30:59,2020-12-23 19:08:59,사과 바나나 컴퓨터,hour standard drive,하늘,relationship,0.0,33.0,0.8846386113736775,461.0
76336,2024-07-20 00:21:54,2024-07-20 02:12:54,자동차 컴퓨터 하늘,term up such,바나나,raise,2.0,33.0,0.5568634214398576,971.0
50117,2020-11-17 21:30:22,2020-11-17 21:44:22,하늘 사과 컴퓨터,voice top a,사과,all,1.0,22.0,0.31768560162833137,226.0
39169,2020-08-25 09:33:18,2020-08-25 11:16:18,바나나 컴퓨터 바다,professor high recent,컴퓨터,mean,2.0,11.0,-0.10091154563383586,401.0
69612,2021-02-19 23:06:24,2021-02-20 00:31:24,자동차 강아지 하늘,song building evening,바다,hear,2.0,33.0,-0.29421139626999615,930.0
48242,2022-07-30 13:56:23,2022-07-30 14:53:23,바나나 사과 바다,ask hear recent,자동차,me,2.0,22.0,-0.5051097369434872,202.0
49429,2022-09-03 07:54:25,2022-09-03 08:03:25,강아지 자동차 사과,figure find power,강아지,service,1.0,44.0,-0.434113143359677,840.0
11230,2023-11-30 01:33:25,2023-11-30 02:47:25,하늘 자동차 하늘,in film evidence,바나나,personal,1.0,33.0,-0.1151128524090217,162.0
61130,2020-03-07 04:14:22,2020-03-07 05:49:22,바나나 바나나 사과,program east radio,사과,opportunity,2.0,33.0,0.25184571766992403,967.0
42893,2024-01-16 23:57:15,2024-01-17 00:38:15,하늘 자동차 컴퓨터,while college choice,바다,eye,2.0,44.0,-0.40297730657908626,588.0
87996,2022-01-25 09:08:39,2022-01-25 09:55:39,자동차 사과 바나나,possible performance act,자동차,six,1.0,33.0,-0.317658179433691,444.0
98613,2019-11-03 20:27:57,2019-11-03 21:55:57,사과 강아지 컴퓨터,evidence deal economic,강아지,seem,1.0,33.0,-0.4640241967279941,227.0
16852,2021-11-11 08:38:13,2021-11-11 09:26:13,강아지 컴퓨터 바다,last night unit,컴퓨터,want,2.0,11.0,,568.0
12538,2023-07-14 09:49:38,2023-07-14 11:08:38,사과 강아지 컴퓨터,remember girl heart,자동차,music,1.0,44.0,0.7619698021857149,679.0
50621,2020-05-08 23:03:55,2020-05-09 00:25:55,강아지 바나나 바나나,day thing race,강아지,book,0.0,33.0,-0.598597062499763,281.0
66456,2022-04-19 01:29:20,2022-04-19 03:18:20,자동차 바나나 바나나,enter suggest trial,강아지,yet,2.0,22.0,-0.6907435148778094,340.0
47419,2022-10-07 20:40:03,2022-10-07 21:43:03,컴퓨터 바다 바다,girl get get,하늘,condition,2.0,22.0,-0.8949388182064806,623.0
32441,2021-04-21 18:46:27,2021-04-21 20:35:27,자동차 강아지 바다,later list enough,바나나,majority,2.0,33.0,0.2779754086423576,222.0
54314,2020-08-25 20:57:56,2020-08-25 21:57:56,컴퓨터 바나나 컴퓨터,family style everyone,바나나,responsibility,0.0,11.0,0.08648159072383899,638.0
45359,2023-02-05 01:54:51,2023-02-05 03:25:51,자동차 바다 자동차,method officer season,사과,possible,0.0,33.0,0.7114099502681972,364.0
62119,2022-12-27 05:46:15,2022-12-27 06:13:15,바나나 하늘 하늘,cover about never,자동차,include,1.0,22.0,-0.4884579086982581,181.0
64996,2022-01-16 09:04:42,2022-01-16 09:23:42,사과 강아지 사과,pressure budget town,하늘,that,2.0,33.0,0.9383915755791459,986.0
14177,2024-04-09 03:40:01,2024-04-09 04:32:01,하늘 강아지 바다,power around beyond,바나나,condition,0.0,44.0,0.38830913323248706,498.0
24978,2024-06-01 23:51:36,2024-06-02 00:10:36,강아지 사과 사과,light traditional much,강아지,science,1.0,44.0,-0.35287052676089936,583.0
94232,2023-06-01 23:01:30,2023-06-02 00:05:30,강아지 바나나 강아지,build turn energy,자동차,entire,1.0,44.0,-0.5609972279403654,779.0
21013,2021-05-07 06:36:16,2021-05-07 08:18:16,사과 자동차 바나나,design they character,컴퓨터,room,2.0,11.0,0.8672898451688198,328.0
57265,2023-05-30 21:46:56,2023-05-30 23:36:56,컴퓨터 자동차 바나나,main doctor forward,강아지,late,0.0,22.0,-0.25117249162202704,565.0
24668,2024-07-08 10:23:28,2024-07-08 12:07:28,바나나 자동차 강아지,yourself new resource,자동차,defense,0.0,44.0,0.21328011289649984,134.0
82199,2022-04-26 12:28:29,2022-04-26 13:43:29,강아지 자동차 하늘,help easy this,바나나,agent,1.0,22.0,-0.5099250813075331,
91258,2024-03-18 12:21:19,2024-03-18 14:05:19,바나나 자동차 자동차,case white board,하늘,however,1.0,33.0,-0.6046877037101783,848.0
68252,2019-12-07 20:39:19,2019-12-07 22:11:19,자동차 컴퓨터 바다,moment surface necessary,하늘,may,1.0,33.0,0.8050055858679113,547.0
89952,2020-11-18 15:31:26,2020-11-18 16:44:26,컴퓨터 바나나 컴퓨터,like although hope,하늘,,2.0,22.0,-0.7256033641710284,943.0
12933,2020-07-05 13:00:53,2020-07-05 14:39:53,바나나 강아지 바나나,growth be technology,사과,positive,0.0,22.0,-0.9196946758662288,512.0
77669,2019-08-03 23:01:14,2019-08-04 00:50:14,강아지 바다 자동차,like forward market,자동차,service,1.0,11.0,0.10915653499455114,541.0
64052,2020-06-30 15:53:41,2020-06-30 17:50:41,컴퓨터 강아지 바다,body always three,바나나,go,0.0,33.0,0.274594245639342,962.0
86661,2020-03-05 07:16:47,2020-03-05 08:46:47,자동차 컴퓨터 바나나,leader either stock,강아지,child,2.0,44.0,0.9382435265986999,315.0
94719,2023-10-26 07:10:52,2023-10-26 08:05:52,바다 바다 자동차,manager city possible,자동차,attorney,0.0,44.0,-0.7930616707083955,976.0
10705,2021-06-29 17:32:10,2021-06-29 19:27:10,강아지 사과 사과,professional sister note,강아지,color,1.0,11.0,-0.8854237334749859,812.0
87977,2020-06-08 11:40:28,2020-06-08 12:35:28,사과 강아지 바나나,side number cause,강아지,admit,2.0,22.0,0.9840139294045984,204.0
29371,2019-08-19 11:49:48,2019-08-19 13:11:48,사과 바다 강아지,feeling law put,자동차,together,0.0,33.0,-0.30542383742588,188.0
98877,2021-12-26 21:56:45,2021-12-26 22:38:45,사과 강아지 바다,magazine else bed,강아지,find,0.0,22.0,-0.3956099680992027,232.0
29537,2019-08-19 02:38:31,2019-08-19 03:02:31,바나나 바나나 컴퓨터,stock wife thus,하늘,quite,1.0,22.0,0.593538707684496,417.0
55721,2019-12-17 03:01:46,2019-12-17 03:54:46,바나나 강아지 사과,every almost begin,바나나,window,2.0,,-0.27551059510691367,278.0
50142,2022-11-19 02:25:15,2022-11-19 03:54:15,컴퓨터 자동차 바나나,remember thousand room,컴퓨터,exist,2.0,22.0,-0.5394075109400593,309.0
85350,2022-09-03 21:26:46,2022-09-03 22:33:46,바다 자동차 컴퓨터,media catch their,강아지,itself,1.0,22.0,0.013147415058040401,900.0
58540,2021-04-20 04:51:47,2021-04-20 06:38:47,사과 바나나 하늘,middle community painting,바나나,bag,2.0,11.0,0.7941022976841003,449.0
54886,2021-04-14 19:19:02,2021-04-14 19:55:02,바나나 사과 바다,economic magazine land,바나나,account,0.0,22.0,-0.8722861387524714,991.0
23939,2022-08-20 10:52:58,2022-08-20 12:39:58,자동차 바나나 바나나,data catch lawyer,하늘,available,1.0,33.0,0.3238490720182441,624.0
74871,2022-09-05 09:28:58,2022-09-05 10:15:58,하늘 사과 하늘,performance player big,바다,smile,2.0,33.0,0.2223421482792356,550.0
73215,2022-06-17 10:27:47,2022-06-17 11:33:47,강아지 바나나 바다,ever item office,하늘,soldier,2.0,11.0,0.4522893924950593,355.0
26446,2024-05-15 16:51:25,2024-05-15 17:00:25,하늘 컴퓨터 바다,word issue view,강아지,executive,0.0,22.0,0.9146011401593379,332.0
57904,2023-07-07 18:49:02,2023-07-07 20:12:02,바나나 컴퓨터 컴퓨터,history director care,컴퓨터,one,0.0,22.0,-0.5073145268067543,173.0
64725,2021-01-24 07:34:58,2021-01-24 08:47:58,,they Democrat head,사과,certain,2.0,11.0,0.22234905914465863,955.0
45723,2019-09-10 06:13:03,2019-09-10 06:49:03,사과 자동차 자동차,himself still citizen,컴퓨터,sister,1.0,22.0,-0.4865792261191473,972.0
97555,2021-12-21 23:05:02,2021-12-21 23:07:02,바다 사과 바나나,practice company back,하늘,sister,1.0,22.0,-0.07537771713706176,140.0
68030,2020-12-08 16:56:22,2020-12-08 18:41:22,바다 컴퓨터 컴퓨터,throughout explain answer,바나나,coach,2.0,22.0,-0.017064222338688317,113.0
85625,2020-05-25 04:56:32,2020-05-25 05:09:32,사과 자동차 바나나,anything including assume,,theory,2.0,33.0,0.8828149188067105,880.0
33856,2023-08-22 09:04:51,2023-08-22 10:47:51,하늘 하늘 강아지,number health them,자동차,drive,1.0,33.0,0.24171194289317155,705.0
41585,2023-11-13 14:42:30,2023-11-13 15:35:30,강아지 자동차 하늘,season how raise,사과,away,0.0,22.0,0.6044533289041758,888.0
45187,2020-06-21 12:33:14,2020-06-21 12:39:14,사과 컴퓨터 바나나,international indeed present,자동차,story,2.0,33.0,-0.9790980850094739,674.0
89323,2020-09-22 16:43:37,2020-09-22 16:59:37,바다 강아지 바나나,mind population everyone,컴퓨터,left,2.0,11.0,-0.56277355152926,328.0
17810,2024-01-15 21:15:50,2024-01-15 21:39:50,바나나 하늘 바다,child decision responsibility,하늘,summer,1.0,11.0,-0.2663964075045244,632.0
19094,2020-08-08 14:30:29,2020-08-08 15:14:29,컴퓨터 바나나 사과,seek next success,강아지,develop,1.0,44.0,0.8035567417630425,420.0
43966,2021-10-14 15:24:19,2021-10-14 15:56:19,바다 강아지 바나나,true develop friend,강아지,bill,0.0,44.0,-0.3275038942816404,759.0
10055,2022-03-11 03:01:25,2022-03-11 03:38:25,자동차 자동차 바다,speak other against,바다,use,2.0,11.0,0.9722446903288136,852.0
27851,2022-05-26 01:44:30,2022-05-26 03:09:30,바나나 바나나 하늘,television available performance,바다,campaign,0.0,22.0,-0.4676527487297186,369.0
43958,2022-09-20 16:49:39,2022-09-20 17:26:39,강아지 바다 하늘,environment health strong,바다,pull,0.0,44.0,-0.2667495253634442,258.0
69924,2021-09-13 01:54:54,2021-09-13 03:53:54,컴퓨터 바나나 하늘,recently book partner,사과,tree,1.0,44.0,-0.18176932734549367,715.0
49925,2023-09-20 05:01:15,2023-09-20 05:48:15,자동차 바다 강아지,remember ago dog,바다,court,1.0,33.0,-0.9276873674832391,119.0
